Entrada	Xénero complementario	Categoría	Sinónimos	Nota
fabriqueiro	  	 m 		
fábula	  	 f 		
fabulación	  	 f 		
fabulador	 fabuladora 	 s 		
fabular	  	 t i 		
fabulario	  	 m 		
fabulista	  	 s 		
fabulosamente	  	 av 		
fabuloso	 fabulosa 	 a 		
faca	  	 f 		navalla
facada	  	 f 		
facareño	 facareña 	 a 		
facción	  	 f 		bando trazos
faccioso	 facciosa 	 a s 		
face	  	 f 		
face,de	  	 lav 		
facedor	 facedora 	 s 		
faceira	  	 f 		
facenda	  	 f 		
facer	  	 t i pr 		
faceta	  	 f 		
facha1	  	 f 		lat 'fascula'
facha2	  	 f 		it 'faccia'
fachada	  	 f 		
fachareada	  	 f 		
facheiro	  	 m 		
fachenda	  	 f 		
fachendoso	 fachendosa 	 a 		
fachizo	  	 m 		
facho	  	 m 		
fachón	  	 m 		
facial	  	 a 		
faciana	  	 f 		
facies	  	 f 		
fácil	  	 a 		
facilidade	  	 f 		
facilitador	 facilitadora 	 a s 		
facilitar	  	 t 		
facilmente	  	 av 		
facinoroso	 facinorosa 	 a s 		
facistol	  	 m 		
faco	  	 m 		
facsimilar	  	 a 		
facsímile	  	 m 		
facticio	 facticia 	 a 		
factitivo	 factitiva 	 a 		
factor	 factora 	 s 		
factoría	  	 f 		
factorial	  	 a f 		
factótum	  	 s 		
factura	  	 f 		
facturación	  	 f 		
facturar	  	 t 		
fácula	  	 f 		
facultade	  	 f 		
facultar	  	 t 		
facultativo	 facultativa 	 a s 		
facundia	  	 f 		
facundo	 facunda 	 a 		
fada	  	 f 		
fadar	  	 t 		
fadista	  	 s 		
fado	  	 m 		
faena	  	 f 		
faetón	  	 m 		
fagáceas	  	 fpl 		
fago-	  	 pref 		gr 'comedor'
fagocitar	  	 t 		
fagocitario	 fagocitaria 	 a 		
fagocito	  	 m 		
fagocitose	  	 f 		
fagot	  	 m 		
fagotista	  	 s 		
fagundaxe	  	 f 		
fahrenheit	  	 a 		al
faia	  	 f 		
faial	  	 m 		
faiar	  	 t 		
faisán	  	 m 		
faísca	  	 f 		
faiscante	  	 a 		
faiscar	  	 i 		
faixa	  	 f 		
faixado	 faixada 	 a 		
faixar	  	 t 		
faixear	  	 i pr 		
fala	  	 f 		
faláceas	  	 fpl 		
falacia	  	 f 		
faladeiro	 faladeira 	 a 		
faladoiro	  	 m 		
falador	 faladora 	 a 		
falangueiro	 falangueira 	 a 		
falansterio	  	 m 		
falante	  	 a s 		
falanxe	  	 f 		
falanxeta	  	 f 		
falanxiña	  	 f 		
falanxismo	  	 m 		
falanxista	  	 a s 		
falar1	  	 i t pr 		
falar2	  	 m 		
falaz	  	 a 		
falazmente	  	 av 		
falca	  	 f 		
falcado	 falcada 	 a 		
falcatrúa	  	 f 		
falcatruada	  	 f 		
falcatrueiro	 falcatrueira 	 a s 		
falciforme	  	 a 		
falcoeiro	  	 m 		
falcón	  	 m 		
falcónidos	  	 mpl 		
faldistorio	  	 m 		
faldra	  	 f 		
faldrear	  	 t 		
faldreiro	 faldreira 	 a 		
faldriqueira	  	 f 		
faldrón	  	 m 		
falecemento	  	 m 		
falecer	  	 i 		
falena	  	 f 		
falerno	  	 m 		
falibilidade	  	 f 		
fálico	 fálica 	 a 		
falimento	  	 m 		
falir	  	 i 		
falisco	 falisca 	 a s 		
falla2	  	 f 		< facula
falla1	  	 f 		< fallar
fallar	  	 i t 		non xurídico
falleba	  	 f 		
fallo	 falla 	 a m 		
falmagar	  	 pr 		
falmagueira	  	 f 		
falmaguento	 falmaguenta 	 a 		
falo	  	 m 		
falocracia	  	 f 		
falócrata	  	 a s 		
falopa	  	 f 		cf cerello farrapo felepa folepa folerpa
falquear	  	 t 		
falsamente	  	 av 		
falsario	 falsaria 	 s 		
falseamento	  	 m 		
falsear	  	 t 		
falsete	  	 m 		
falsidade	  	 f 		
falsificación	  	 f 		
falsificador	 falsificadora 	 a s 		
falsificar	  	 t 		
falso	 falsa 	 a 		
falta	  	 f 		
faltar	  	 i 		
falto	 falta 	 a 		
faltón	 faltona 	 a s 		
faltoso	 faltosa 	 a 		
falucho	  	 m 		
fama	  	 f 		
fame	  	 f 		
famélico	 famélica 	 a 		
famento	 famenta 	 a 		
familia	  	 f 		
familiar	  	 a m 		
familiaridade	  	 f 		
familiarización	  	 f 		
familiarizar	  	 t pr 		
familiarmente	  	 av 		
famoso	 famosa 	 a 		
fámulo	 fámula 	 s 		
fan	  	 s 		ing
fanado	 fanada 	 a 		
fanal	  	 m 		
fananco	  	 m 		
fanar	  	 t 		
fanaticamente	  	 av 		
fanático	 fanática 	 a s 		
fanatismo	  	 m 		
fanatizar	  	 t pr 		
fandangada	  	 f 		
fandango	  	 m 		
fandangueiro	 fandangueira 	 a 		
faneca	  	 f 		
fanega	  	 f 		
fanegueiro	 fanegueira 	 s 		
fanerógamas	  	 fpl 		
fanerógamo	 fanerógama 	 a 		
fanfarra	  	 f 		música
fanfurriña	  	 f 		
fanfurriñada	  	 f 		
fanfurriñar	  	 i 		
fanfurriñeiro	 fanfurriñeira 	 a s 		
fanicar	  	 t 		
fano	  	 m 		
fantasía	  	 f 		
fantasiar	  	 i 		
fantasioso	 fantasiosa 	 a 		
fantasma	  	 m 		
fantasmagoría	  	 f 		
fantasmagórico	 fantasmagórica 	 a 		
fantasmal	  	 a 		
fantasticamente	  	 av 		
fantástico	 fantástica 	 a 		
fantochada	  	 f 		
fantoche	  	 m 		
faquir	  	 m 		
farad	  	 m 		
farádico	 farádica 	 a 		
faradización	  	 f 		
faradizar	  	 t 		
farallón	  	 m 		
farándula	  	 f 		
faranduleiro	 faranduleira 	 s 		
faraón	  	 m 		
faraónico	 faraónica 	 a 		
fardela	  	 f 		
fardelada	  	 f 		
fardelado	  	 m 		
fardelo	  	 m 		
fardo	  	 m 		
fareiro	  	 m 		
farelada	  	 f 		
fareleiro	 fareleira 	 a m 		
farelo	  	 m 		
fareludo	 fareluda 	 a 		
farfallán	 farfallana 	 a s 		
farfallar	  	 i t 		
farfantón	 farfantona 	 a s 		
fargallada	  	 f 		
fargallo	  	 m 		
fargallón	 fargallona 	 a s 		
fariña	  	 f 		
farináceo	 farinácea 	 a 		
fariñeiro	 fariñeira 	 a 		
fariñento	 fariñenta 	 a m 		
faringal	  	 a 		
faringo-	  	 pref 		gr 'farinxe'
faringotomía	  	 f 		
fariñudo	 fariñuda 	 a 		
farinxe	  	 f 		
farínxeo	 farínxea 	 a 		
farinxite	  	 f 		
farisaico	 farisaica 	 a 		
fariseísmo	  	 m 		
fariseo	 farisea 	 s 		
farmacéutico	 farmacéutica 	 a s 		
farmacia	  	 f 		
fármaco	  	 m 		
farmaco-	  	 pref 		gr 'menciña'
farmacodinámica	  	 f 		
farmacodinámico	 farmacodinámica 	 a 		
farmacognosia	  	 f 		
farmacoloxía	  	 f 		
farmacolóxico	 farmacolóxica 	 a 		
farmacopea	  	 f 		
farna	  	 f 		
faro	  	 m 		
farol	  	 m 		
farolear	  	 i 		
faroleiro	 faroleira 	 a 		
farpa	  	 f 		
farpada	  	 f 		
farraca	  	 f 		
farraco	  	 m 		
farragús	  	 m 		
farrapa	  	 f 		
farrapada	  	 f 		
farrapeiro	 farrapeira 	 a s 		
farrapento	 farrapenta 	 a 		
farrapo	  	 m 		cf cerello ciringallo falopa felepa folepa folerpa
farraqueiro	  	 m 		
farro	  	 m 		peixe
farronco	  	 m 		
farruco	 farruca 	 a 		
farsa	  	 f 		
farsante	  	 a s 		
farta	  	 f 		
fartar	  	 t pr 		
farto	 farta 	 a 		
fartura	  	 f 		
fartureiro	 fartureira 	 a 		
farturento	 farturenta 	 a 		
fas,por	  	 lav 		
fascaño	  	 m 		
fascia	  	 f 		
fasciación	  	 f 		
fasciado	 fasciada 	 a 		
fasciculado	 fasciculada 	 a 		
fascículo	  	 m 		
fascinación	  	 f 		
fascinador	 fascinadora 	 a s 		
fascinante	  	 a 		
fascinar	  	 t 		
fascioláridos	  	 mpl 		
fascismo	  	 m 		
fascista	  	 a s 		
fasco	  	 m 		cf faísca
fase	  	 f 		
fasgonúridos	  	 mpl 		
fasiánidos	  	 mpl 		
fasímetro	  	 m 		
fásmidos	  	 mpl 		
fastío	  	 m 		
fastixiado	 fastixiada 	 a 		
fastixio	  	 m 		
fasto	 fasta 	 a m 		
fastos	  	 mpl 		
fastosamente	  	 av 		
fastosidade	  	 f 		
fastoso	 fastosa 	 a 		
fatado	  	 m 		
fatal	  	 a 		
fatalidade	  	 f 		
fatalismo	  	 m 		
fatalista	  	 a s 		
fatalmente	  	 av 		
fatelo	  	 m 		
fatidicamente	  	 av 		
fatídico	 fatídica 	 a 		
fatiga	  	 f 		
fatigante	  	 a 		
fatigar	  	 t pr 		
fatigoso	 fatigosa 	 a 		
fato1	  	 m 		
fato2	 fata 	 a 		parvo
fatoeiro	  	 m 		
fatón	  	 m 		
fatuidade	  	 f 		
fatuo	 fatua 	 a 		presuntuoso
fauces	  	 fpl 		
fauna	  	 f 		
fáunico	 fáunica 	 a 		
fauno	  	 m 		
fausto	 fausta 	 a 		
fautor	 fautora 	 s 		
fauvismo	  	 m 		
fauvista	  	 a s 		
favo	  	 m 		
favonio	  	 m 		
favor	  	 m 		
favorde,en	  	 lpp 		
favorecedor	 favorecedora 	 a s 		
favorecer	  	 t 		
favoritismo	  	 m 		
favorito	 favorita 	 a s 		
favoso	 favosa 	 a 		
fax	  	 m 		
fazada	  	 f 		
fazado	 fazada 	 a 		
fazaña	  	 f 		
fazar	  	 pr 		
fazula	  	 f 		
fe	  	 f 		
feal	  	 m 		
fealdade	  	 f 		
feamente	  	 av 		
febeo	 febea 	 a 		
feble	  	 a 		
febra	  	 f 		
febre	  	 f 		
febreiro	  	 m 		
febrícula	  	 f 		
febrífugo	 febrífuga 	 a m 		
febril	  	 a 		
febrilmente	  	 av 		
februdo	 februda 	 a 		< febra
fecal	  	 a 		
feces	  	 fpl 		
fecha	  	 f 		sorbo
fecheiro	 fecheira 	 a 		
fecial	  	 m 		
fécula	  	 f 		
feculento	 feculenta 	 a 		
fecundación	  	 f 		
fecundador	 fecundadora 	 a 		
fecundamente	  	 av 		
fecundante	  	 a 		
fecundar	  	 t 		
fecundidade	  	 f 		
fecundo	 fecunda 	 a 		
fedaín	  	 mpl 		sing fedai
fedegosa	  	 f 		
fedellar	  	 i 		
fedello	  	 m 		
fedellón	 fedellona 	 a s 		
feder	  	 i 		
federación	  	 f 		
federado	 federada 	 pt a s 		
federal	  	 a s 		
federalismo	  	 m 		
federalista	  	 a s 		
federar	  	 t pr 		
federativo	 federativa 	 a 		
fedor	  	 m 		
feira	  	 f 		
feiral	  	 a 		
feirante	  	 s 		
feirear	  	 i 		
feita	  	 f 		
feiticeiro	 feiticeira 	 a s 		
feitío	  	 m 		
feitizo	  	 m 		
feito	 feita 	 pt a m 		
feitura	  	 f 		
feiturada	  	 f 		
feixe	  	 m 		
feixón	  	 m 		faba
fel	  	 m 		
felación	  	 f 		
feldespático	 feldespática 	 a 		
feldespato	  	 m 		
felibre	  	 s 		
felibrismo	  	 m 		
felicidade	  	 f 		
felicitación	  	 f 		
felicitar	  	 t 		
félidos	  	 mpl 		
felino	 felina 	 a m 		
feliz	  	 a 		
felizmente	  	 av 		
felo	  	 m 		máscara mueca
felón	 felona 	 a s 		
felonía	  	 f 		
felpa	  	 f 		todos os sentidos
felpar	  	 t 		
felpudo	 felpuda 	 a s 		
feltrar	  	 t 		
feltro	  	 m 		
feluxento	 feluxenta 	 a 		
fementido	 fementida 	 a 		
femia	  	 f 		
feminidade	  	 f 		
feminino	 feminina 	 a 		
feminismo	  	 m 		
feminista	  	 a s 		
feminizar	  	 t pr 		
femoral	  	 a 		
fémur	  	 m 		
fenacistoscopio	  	 m 		
fendedela	  	 f 		
fendedura	  	 f 		
fender	  	 t i 		
fenecente	  	 a 		
fenecer	  	 i 		
fenianismo	  	 m 		
feniano	 feniana 	 s 		
fenicado	 fenicada 	 a 		
fenicio	 fenicia 	 a s 		ant Fenicia (Líbano)
fénico	 fénica 	 a 		
fenicoptéridos	  	 mpl 		
fenicóptero	  	 m 		
fenilo	  	 m 		
fénix	  	 f 		
fenol	  	 m 		
fenolftaleína	  	 f 		
fenomenal	  	 a 		
fenomenalismo	  	 m 		
fenoménico	 fenoménica 	 a 		
fenomenismo	  	 m 		
fenómeno	  	 m 		
fenomenólogo	 fenomenóloga 	 s 		
fenomenoloxía	  	 f 		
fenomenolóxico	 fenomenolóxica 	 a 		
fenotípico	 fenotípica 	 a 		
fenotipo	  	 m 		
feo1	  	 m 		
feo2	 fea 	 a 		
feofíceas	  	 fpl 		
fera	  	 f 		
feracidade	  	 f 		
feramente	  	 av 		
feraz	  	 a 		
féretro	  	 m 		
fereza	  	 f 		
ferida	  	 f 		
ferido1	 ferida 	 pt a s 		
ferido2	  	 m 		aferir
feridor	 feridora 	 a s 		
ferino	 ferina 	 a 		
ferinte	  	 a 		
ferir	  	 t pr 		
fermata	  	 f 		
fermentación	  	 f 		
fermentar	  	 i 		
fermentativo	 fermentativa 	 a 		
fermento	  	 m 		
fermio	  	 m 		
fermión	  	 m 		
fermoso	 fermosa 	 a 		
fermosura	  	 f 		
fero	 fera 	 a m 		
ferocidade	  	 f 		
ferodo	  	 m 		
feroés	 feroesa 	 a s 		Feroe (Dinamarca)
feroz	  	 a 		
ferozmente	  	 av 		
ferra	  	 f 		
ferrada	  	 f 		
ferrado1	  	 m 		
ferrado2	 ferrada 	 a 		
ferrador	  	 m 		
ferradura	  	 f 		
ferralla	  	 f 		
ferramenta	  	 f 		
ferramental	  	 m 		
ferrar	  	 t 		
ferrarés	 ferraresa 	 a s 		Ferrara (It)
ferrato	  	 m 		
ferraxe1	  	 f 		
ferraxeiro	 ferraxeira 	 s 		
ferreal	  	 a 		
ferreamente	  	 av 		
ferreiro	 ferreira 	 s 		
ferreñas	  	 fpl 		
ferreño	 ferreña 	 a 		
férreo	 férrea 	 a 		
ferrete	  	 m 		
férrico	 férrica 	 a 		
ferrífero	 ferrífera 	 a 		
ferriños	  	 mpl 		
ferrita	  	 f 		
ferro	  	 m 		
ferro-	  	 pref 		lat 'ferro'
ferrobús	  	 m 		
ferrocarril	  	 m 		
ferrocianuro	  	 m 		
ferrolán	 ferrolá 	 a s 		
ferrollo	  	 m 		
ferromagnético	 ferromagnética 	 a 		
ferromagnetismo	  	 m 		
ferrón	  	 m 		
ferroso	 ferrosa 	 a 		
ferrotipia	  	 f 		
ferrovía	  	 f 		
ferroviario	 ferroviaria 	 a s 		
ferrusca	  	 f 		
ferrusco	  	 m 		
ferruxe	  	 f 		
ferruxento	 ferruxenta 	 a 		
ferruxinoso	 ferruxinosa 	 a 		
fértil	  	 a 		
fertilidade	  	 f 		
fertilización	  	 f 		
fertilizante	  	 a m 		
fertilizar	  	 t 		
férula	  	 f 		
ferún	  	 m 		
fervedoiro	 fervedoira 	 s 		
fervellar	  	 i 		
fervellasverzas	  	 m 		
fervello	 fervella 	 s 		
fervente	  	 a 		
ferventemente	  	 av 		
ferver	  	 t i 		
férvido	 férvida 	 a 		
fervón	  	 m 		
fervor	  	 m 		
fervorosamente	  	 av 		
fervoroso	 fervorosa 	 a 		
fervura	  	 f 		
feso	 fesa 	 a 		
festa	  	 f 		
festeiro	 festeira 	 a s 		
festexar	  	 t 		
festexeiro	 festexeira 	 a s 		
festexo	  	 m 		
festín	  	 m 		
festival	  	 m 		
festivamente	  	 av 		
festividade	  	 f 		
festivo	 festiva 	 a 		
festón	  	 m 		
festonar	  	 t 		
festuca	  	 f 		
fetación	  	 f 		
fetal	  	 a 		
fetiche	  	 m 		
fetichismo	  	 m 		
fetichista	  	 a s 		
fetidez	  	 f 		
fétido	 fétida 	 a 		
feto	  	 m 		
feudal	  	 a 		
feudalismo	  	 m 		
feudatario	 feudataria 	 s 		
feudo	  	 m 		
fez	  	 m 		
fi	  	 m 		letra
fía1	  	 f 		fiar
fía2	  	 f 		fío
fiabilidade	  	 f 		
fiada1	  	 f 		fiar
fiada2	  	 f 		fío
fiadeiro	  	 m 		
fiado1	 fiada 	 a 		lat fidare
fiado2	 fiada 	 a m 		lat filare
fiador1	 fiadora 	 a s 		fiar1
fiador2	 fiadora 	 s 		fiar2
fiandón	  	 m 		
fiaño	  	 m 		
fianza	  	 f 		
fiar1	  	 t 		filare
fiar2	  	 t pr 		
fiaxe	  	 f 		
fibela	  	 f 		
fibra	  	 f 		
fibrila	  	 f 		
fibrilación	  	 f 		
fibrilar	  	 a 		
fibriloso	 fibrilosa 	 a 		
fibrina	  	 f 		
fibrinoso	 fibrinosa 	 a 		
fibrinóxeno	  	 m 		
fibro-	  	 pref 		lat 'fibra'
fibrocemento	  	 m 		
fibroma	  	 m 		
fibromatose	  	 f 		
fibromioma	  	 m 		
fibrose	  	 f 		
fibroso	 fibrosa 	 a 		
fíbula	  	 f 		
ficar	  	 i 		
ficción	  	 f 		
ficha	  	 f 		
fichar	  	 t i 		
fichaxe	  	 f 		
ficheiro	  	 m 		
fico-	  	 pref 		gr 'alga'
ficomicetos	  	 mpl 		
ficticio	 ficticia 	 a 		
fidalgamente	  	 av 		
fidalgo	 fidalga 	 a s 		
fidalguía	  	 f 		
fidedigno	 fidedigna 	 a 		
fideicomisario	 fideicomisaria 	 a s 		
fideicomiso	  	 m 		
fideísmo	  	 m 		
fideísta	  	 a s 		
fidelidade	  	 f 		
fideo	  	 m 		
fiduciario	 fiduciaria 	 a m 		
fieira	  	 f 		
fieiro	  	 m 		
fieiteira	  	 f 		
fiel	  	 a s 		
fiela	  	 f 		
fielmente	  	 av 		
fiestra	  	 f 		
fiestraxe	  	 f 		
figa	  	 f 		
figadeira	  	 f 		
figo	  	 m 		
figueira	  	 f 		
figueiral	  	 m 		
figueiras	  	 fpl 		
figura	  	 f 		
figuración	  	 f 		
figuradamente	  	 av 		
figurado	 figurada 	 a 		
figurante	 figuranta 	 s 		
figurar	  	 t i pr 		
figurativamente	  	 av 		
figurativo	 figurativa 	 a 		
figureiro	 figureira 	 a 		
figurino	  	 m 		
figurón	  	 m 		
fila	  	 f 		
filacterio	  	 m 		
filame	  	 m 		
filamento	  	 m 		
filamentoso	 filamentosa 	 a 		
filandra	  	 f 		
filantropía	  	 f 		
filantrópico	 filantrópica 	 a 		
filántropo	 filántropa 	 s a 		
filaria	  	 f 		
filariose	  	 f 		
filástica	  	 f 		
filatelia	  	 f 		
filatélico	 filatélica 	 a 		
filatelista	  	 s 		
fileira	  	 f 		
filete	  	 m 		
filetear	  	 t 		
filharmónica	  	 f 		
filharmónico	 filharmónica 	 a 		
filhelénico	 filhelénica 	 a s 		
filhelenismo	  	 m 		
filia	  	 f 		
filiación	  	 f 		
filial	  	 a f 		
filialmente	  	 av 		
filibusteiro	  	 m 		
filiforme	  	 a 		
filigrana	  	 f 		
filigranado	 filigranada 	 a 		
filipéndula	  	 f 		
filípica	  	 f 		
filipino	 filipina 	 a s 		Filipinas (As)
filisteo	 filistea 	 a s 		
fillado	 fillada 	 a 		
fillar	  	 i 		
fillarada	  	 f 		
fillastro	 fillastra 	 s 		
fillo	 filla 	 s 		
filloa	  	 f 		
filloada	  	 f 		
filloeiro	 filloeira 	 a s 		
filmación	  	 f 		
filmador	 filmadora 	 a s 		
filmar	  	 t 		
filme	  	 m 		
fílmico	 fílmica 	 a 		
filmina	  	 f 		
filmografía	  	 f 		
filmoloxía	  	 f 		
filmoteca	  	 f 		
filo-2	  	 pref 		gr 'tribo'
filólogo	 filóloga 	 s 		
filoloxía	  	 f 		
filoloxicamente	  	 av 		
filolóxico	 filolóxica 	 a 		
filón	  	 m 		
filópodos	  	 mpl 		
filosofal	  	 a 		
filosofar	  	 i 		
filosofía	  	 f 		
filosoficamente	  	 av 		
filosófico	 filosófica 	 a 		
filosofismo	  	 m 		
filósofo	 filósofa 	 s 		
filoxénese	  	 f 		
filoxenético	 filoxenética 	 a 		
filoxera	  	 f 		[ks]
filtración	  	 f 		
filtrado	  	 m 		
filtrante	  	 a 		
filtrar	  	 t pr 		
filtro2	  	 m 		beberaxe
filtro1	  	 m 		coador
fimbria	  	 f 		
fimose	  	 f 		
fin	  	 s 		masc e fem
finado	 finada 	 a s 		
final	  	 a s 		
finalidade	  	 f 		
finalismo	  	 m 		
finalista	  	 a s 		
finalización	  	 f 		
finalizar	  	 t i 		
finalmente	  	 av 		
finamente	  	 av 		
finamento	  	 m 		
financeiramente	  	 av 		
financeiro	 financeira 	 a s 		
financiamento	  	 m 		
financiar	  	 t 		
finanzas	  	 fpl 		
finar	  	 i pr 		
fincapé	  	 m 		
fincar	  	 t pr i 		cf afincar
fincón	  	 m 		
finda	  	 f 		
finés	 finesa 	 a s 		
fineza	  	 f 		
finito	 finita 	 a 		
finlandés	 finlandesa 	 a s 		Finlandia (Eu)
fino	 fina 	 a 		
finta	  	 f 		it 'finta'
fintar	  	 t 		it 'finta'
finura	  	 f 		
finxidamente	  	 av 		
finxideira	  	 f 		
finxido	 finxida 	 a 		
finxidor	 finxidora 	 s 		
finximento	  	 m 		
finxir	  	 t 		
fío	  	 m 		
fiorde	  	 m 		
firma	  	 f 		
firmamento	  	 m 		
firmar	  	 t i 		
firme	  	 a m 		
firmemente	  	 av 		
firmeza	  	 f 		
fiscal	  	 a s 		
fiscalía	  	 f 		
fiscalización	  	 f 		
fiscalizador	 fiscalizadora 	 a 		
fiscalizar	  	 t 		
fiscalmente	  	 av 		
fisco	  	 m 		
fisga	  	 f 		
fisgar	  	 t 		
físgoa	  	 f 		
fisi-	  	 pref 		gr 'dividido'
física	  	 f 		
fisicamente	  	 av 		
físico	 física 	 a s 		
físico-	  	 pref 		gr 'física'
fisicomatemático	 fisicomatemática 	 a s 		
fisicoquímico	 fisicoquímica 	 a s 		
físil	  	 a 		
fisio-	  	 pref 		gr 'natureza'
fisiocracia	  	 f 		
fisiócrata	  	 s 		
fisiognomonía	  	 f 		
fisiografía	  	 f 		
fisiólogo	 fisióloga 	 s 		
fisioloxía	  	 f 		
fisioloxicamente	  	 av 		
fisiolóxico	 fisiolóxica 	 a 		
fisión	  	 f 		
fisionomía	  	 f 		
fisionómico	 fisionómica 	 a 		
fisionomista	  	 s 		
fisiopatoloxía	  	 f 		
fisioterapeuta	  	 s 		
fisioterapéutico	 fisioterapéutica 	 a 		
fisioterapia	  	 f 		
fisípedes	  	 mpl 		
fisirrostro	 fisirrostra 	 a 		
fisitéridos	  	 mpl 		
fisóstomos	  	 mpl 		
fisterrán	 fisterrá 	 a s 		
fistor	  	 m 		
fístula	  	 f 		
fistular	  	 a 		
fistuloso	 fistulosa 	 a 		
fisura	  	 f 		
fisurélidos	  	 mpl 		
fita	  	 f 		
fitar	  	 t 		
fite,en	  	 lav 		
fito	 fita 	 a m 		
fito-	  	 pref 		gr 'vexetal'
fitobioloxía	  	 f 		
fitófago	 fitófaga 	 a 		
fitofármaco	  	 m 		
fitoflaxelados	  	 mpl 		
fitografía	  	 f 		
fitohormona	  	 f 		
fitoira	  	 f 		
fitola	  	 f 		
fitolacáceas	  	 fpl 		
fitólogo	 fitóloga 	 s 		
fitoloxía	  	 f 		
fitonimia	  	 f 		
fitónimo	  	 m 		
fitopatoloxía	  	 f 		
fitoplancto	  	 m 		
fitosocioloxía	  	 f 		
fitoterapia	  	 f 		
fitotrón	  	 m 		
fitoxeografía	  	 f 		
fitozoo	  	 m 		
fiucego	 fiucega 	 a 		
fiunchal	  	 m 		
fiúza	  	 f 		
fixa	  	 f 		
fixación	  	 f 		
fixador	 fixadora 	 a m 		
fixamente	  	 av 		
fixar	  	 t pr 		
fixativo	 fixativa 	 a 		
fixeza	  	 f 		
fixismo	  	 m 		
fixista	  	 a s 		
fixo	 fixa 	 a 		
flabelado	 flabelada 	 a 		
flabeliforme	  	 a 		
flabelo	  	 m 		
flaccidez	  	 f 		
fláccido	 fláccida 	 a 		
flacourtiáceas	  	 fpl 		
flagrancia	  	 f 		ardor evidencia
flagrante	  	 a 		
flamante	  	 a 		
flamenco	 flamenca 	 a m 		
flamengo	 flamenga 	 a s 		Flandes (Bélxica)
flamexante	  	 a 		
flamexar	  	 i 		
flamíxero	 flamíxera 	 a 		
flámula	  	 f 		
flan	  	 m 		
flanco	  	 m 		
flanela	  	 f 		
flanquear	  	 t 		
flash	  	 m 		ing
flato	  	 m 		
flatulencia	  	 f 		
flatulento	 flatulenta 	 a 		
flavina	  	 f 		
flavo	 flava 	 a 		
flaxelación	  	 f 		
flaxelado	 flaxelada 	 a 		
flaxelados	  	 mpl 		
flaxelante	  	 a m 		
flaxelar	  	 t pr 		
flaxelo	  	 m 		
flebectasia	  	 f 		
flebectomía	  	 f 		
flebite	  	 f 		
flebo-	  	 pref 		gr 'vea'
flebografía	  	 f 		
flebotomía	  	 f 		
flebótomo	  	 m 		
flegma	  	 f 		
flegmático	 flegmática 	 a 		
flegmón	  	 m 		
flegmonoso	 flegmonosa 	 a 		
flexibilidade	  	 f 		[ks]
flexibilizar	  	 t 		[ks]
flexión	  	 f 		[ks]
flexional	  	 a 		[ks]
flexionar	  	 t 		[ks]
flexivo	 flexiva 	 a 		[ks]
flexor	 flexora 	 a m 		[ks]
flexuosidade	  	 f 		[ks]
flexuoso	 flexuosa 	 a 		[ks]
flexura	  	 f 		[ks]
flictena	  	 f 		
flirt	  	 m 		ing
flirtear	  	 i 		
floco	  	 m 		
floculación	  	 f 		
flocular	  	 i 		
floema	  	 m 		
flogose	  	 f 		
flora	  	 f 		
floración	  	 f 		
floral	  	 a 		
floreado	 floreada 	 a 		
floreal	  	 m 		
florear	  	 t 		
florecemento	  	 m 		
florecente	  	 a 		
florecer	  	 i 		
floreiro	 floreira 	 s 		
florentino	 florentina 	 a s 		Florencia (It)
floreo	  	 m 		
florete	  	 m 		
florícola	  	 a 		
floricultor	 floricultora 	 s 		
floricultura	  	 f 		
floridamente	  	 av 		
florídeas	  	 fpl 		
florido	 florida 	 a 		
florilexio	  	 m 		
florín	  	 m 		
florista	  	 s 		
florón	  	 m 		
flósculo	  	 m 		
flosculoso	 flosculosa 	 a 		
flotación	  	 f 		
flotador	  	 m 		
flotante	  	 a 		
flotar	  	 i 		
flotilla	  	 f 		
floxístico	 floxística 	 a 		
floxisto	  	 m 		
fluencia	  	 f 		
fluidamente	  	 av 		
fluidez	  	 f 		
fluidificar	  	 t 		
fluído	  	 a m 		
fluír	  	 i 		
fluo(r)-	  	 pref 		lat 'fluor'
flúor	  	 m 		
fluoresceína	  	 f 		
fluorescencia	  	 f 		
fluorescente	  	 a 		
fluorhídrico	 fluorhídrica 	 a 		
fluorita	  	 f 		
fluorización	  	 f 		
fluoruro	  	 m 		
flutuación	  	 f 		
flutuante	  	 a 		
flutuar	  	 i 		
fluvial	  	 a 		
fluvioglacial	  	 a 		
fluviómetro	  	 m 		
fluxión	  	 f 		[ks]
fluxo	  	 m 		
fluxómetro	  	 m 		[ks]
fobia	  	 f 		
focal	  	 a 		
focalización	  	 f 		
focalizar	  	 t 		
focense1	  	 a s 		ant Focea (Grecia)
focha	  	 f 		
fochanca	  	 f 		
fochicada	  	 f 		
fochicar	  	 i 		
focho	  	 m 		
fócidos	  	 mpl 		
fociñada	  	 f 		
fociño	  	 m 		
fociñudo	 fociñuda 	 a 		
foco1	  	 m 		
foco2	 foca 	 a s 		
focomelia	  	 f 		
foda	  	 f 		
fodedor	  	 m 		
foder	  	 t pr i 		
fodido	 fodida 	 a 		
fodón	 fodona 	 a s 		
fofo	 fofa 	 a 		
fogar	  	 m 		
fogaxe	  	 f 		
fogaza	  	 f 		
fogo	  	 m 		
fogón	  	 m 		
fogosamente	  	 av 		
fogosidade	  	 f 		
fogoso	 fogosa 	 a 		
foguear	  	 i 		só i
fogueira	  	 f 		
